Sample	Study	Site	Site latitude	Site longitude	Country	Year	ENA	All samples same individual	% callable	location_id	continent	date_of_collection	doc_accuracy	partner_sample_id	derivative_sample_id	original_sample_id	sampling_event_id	individual_id	mean_coverage	bases_no_coverage_percent	bases_low_coverage_percent	bases_excessive_coverage_percent	bases_poor_mapping_quality_percent	bases	bases_of_1X_coverage	bases_of_5X_coverage	bases_duplicated	mean_insert_size	sd_insert_size	avg_read_length	error_rate	average_quality	reads_mapped	reads_properly_paired	genome_50pc_callable	preferred_sample_individual	preferred_sample_sampling_event	in_pv_10	in_pv_20	in_pv_30	first_release	dna_prep	id_run	preQC_exclusion_reason	GADM	GADM_0	GADM_1	GADM_2	GADM_3	Species	public_exclusion_reason	median_distance_to_other_samples	internal_exclusion_reason	nearest_sample	nearest_sample_dist	nearest_sample_country	nearest_country	nearest_site	nearest_population	nearest_continent	Continent_mismatch	QC_pass	sub_population	analysis_sub_population	population	analysis_population	colouring_sub_population	in_analysis_set	subpopulation_colour	population_colour
PH1109-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR386536	PH1109-C	88.55	Pursat	Asia	2012-01-01	year	094-KH1-744	DS_PH1109-C	OS_1044_094-KH1-744	SE_1044_094-KH1-744	IN_1044_094-KH1-744	52.28	4.96	2.98	0.0	3.0	1601368806	27814868	27112845	21923400	252.7	69.8	99	0.01419744	27.4	14891402	14409529	True	True	True	True	True	True	1.0	DNA	10869		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Analysis_set	0.020011605694890026		IVC10-OM-0303	0.015332709997892381	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Pursat	Cambodia: Pursat	ESEA	ESEA	ESEA: Cambodia, Pursat	True	#d987e5	#984ea3
PH1110-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR490295	PH1110-C	3.39	Pursat	Asia	2012-01-01	year	094-KH1-745	DS_PH1110-C	OS_1044_094-KH1-745	SE_1044_094-KH1-745	IN_1044_094-KH1-745	3.38	32.7	63.32	0.0	0.07	196810063	19874534	4239102	37143900	226.9	115.9	99	0.02901664	22.3	1088474	977587	False	True	True	False	True	True	2.0	DNA	12133		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Less_than_50pc_callable										None	False	Cambodia: Pursat	unassigned	ESEA	unassigned	unassigned	False	#d3d3d3	#d3d3d3
PH1111-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR386532, ERR490265, ERR586226	PH1111-C	79.12	Pursat	Asia	2012-01-01	year	094-KH1-747	DS_PH1111-C	OS_1044_094-KH1-747	SE_1044_094-KH1-747	IN_1044_094-KH1-747	10.18	7.77	11.48	0.0	1.12	503306740	27025267	24532032	14786300	238.5	88.5	99	0.02155478	24.9	3350715	3126124	True	True	True	True	True	True	1.0	DNA	10869, 12109, 13254		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Analysis_set	0.019748812541365623		IVC10-OM-0303	0.015248385258018969	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Pursat	Cambodia: Pursat	ESEA	ESEA	ESEA: Cambodia, Pursat	True	#d987e5	#984ea3
PH1112-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR386537, ERR490270	PH1112-C	87.14	Pursat	Asia	2012-01-01	year	094-KH1-748	DS_PH1112-C	OS_1044_094-KH1-748	SE_1044_094-KH1-748	IN_1044_094-KH1-748	18.64	6.36	3.89	0.0	2.09	677291582	27426776	26547563	14113200	248.5	76.5	99	0.01689695	26.4	5537873	5265228	True	True	True	True	True	True	1.0	DNA	10869, 12109		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Analysis_set	0.020092029124498367		IVC10-OM-0303	0.015398828312754631	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Pursat	Cambodia: Pursat	ESEA	ESEA	ESEA: Cambodia, Pursat	True	#d987e5	#984ea3
PH1113-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR386538	PH1113-C	90.14	Pursat	Asia	2012-01-01	year	094-KH1-749	DS_PH1113-C	OS_1044_094-KH1-749	SE_1044_094-KH1-749	IN_1044_094-KH1-749	19.41	2.06	5.05	0.0	2.23	664129792	28477774	27477129	9947900	245.3	72.5	99	0.01624778	26.8	5747431	5513621	True	True	True	True	True	True	1.0	DNA	10869		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Analysis_set	0.019133299589157104		IVC10-OM-0303	0.014706236310303213	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Pursat	Cambodia: Pursat	ESEA	ESEA	ESEA: Cambodia, Pursat	True	#d987e5	#984ea3
PH1114-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR490296	PH1114-C	17.82	Pursat	Asia	2012-01-01	year	094-KH1-752	DS_PH1114-C	OS_1044_094-KH1-752	SE_1044_094-KH1-752	IN_1044_094-KH1-752	5.02	16.68	64.83	0.0	0.15	236384087	24423925	11039316	50340900	222.1	100.7	99	0.02194667	24.4	1558376	1448774	False	True	True	False	True	True	2.0	DNA	12133		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Less_than_50pc_callable										None	False	Cambodia: Pursat	unassigned	ESEA	unassigned	unassigned	False	#d3d3d3	#d3d3d3
PH1115-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR386539, ERR490271	PH1115-C	83.52	Pursat	Asia	2012-01-01	year	094-KH1-757	DS_PH1115-C	OS_1044_094-KH1-757	SE_1044_094-KH1-757	IN_1044_094-KH1-757	11.88	7.26	7.49	0.0	1.21	486462304	27138411	25426403	12972100	246.0	81.3	99	0.01764764	25.8	3658928	3459781	True	True	True	True	True	True	1.0	DNA	10869, 12109		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Analysis_set	0.02017061971127987		IVC10-OM-0303	0.015485438518226147	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Pursat	Cambodia: Pursat	ESEA	ESEA	ESEA: Cambodia, Pursat	True	#d987e5	#984ea3
PH1116-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR386533, ERR490266	PH1116-C	85.25	Pursat	Asia	2012-01-01	year	094-KH1-758	DS_PH1116-C	OS_1044_094-KH1-758	SE_1044_094-KH1-758	IN_1044_094-KH1-758	12.73	5.98	6.93	0.0	1.32	502525447	27502173	25926985	12367300	240.6	78.0	99	0.01732831	26.1	3865160	3657457	True	True	True	True	True	True	1.0	DNA	10869, 12109		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Analysis_set	0.01971259713172913		PH1119-C	0.015001798048615456	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Pursat	Cambodia: Pursat	ESEA	ESEA	ESEA: Cambodia, Pursat	True	#d987e5	#984ea3
PH1117-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR386540, ERR490256, ERR484715, ERR484724	PH1117-C	56.71	Pursat	Asia	2012-01-01	year	094-KH1-759	DS_PH1117-C	OS_1044_094-KH1-759	SE_1044_094-KH1-759	IN_1044_094-KH1-759	6.34	5.81	36.49	0.0	0.47	317591502	27497909	18557534	11191800	241.0	88.7	99	0.02153297	24.5	2093870	1936463	True	True	True	True	True	True	1.0	DNA	10869, 12109, 12128, 12128		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Analysis_set	0.01992552727460861		PH1132-C	0.012145309709012508	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Pursat	Cambodia: Pursat	ESEA	ESEA	ESEA: Cambodia, Pursat	True	#d987e5	#984ea3
PH1118-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR490297	PH1118-C	0.11	Pursat	Asia	2012-01-01	year	094-KH1-760	DS_PH1118-C	OS_1044_094-KH1-760	SE_1044_094-KH1-760	IN_1044_094-KH1-760	2.37	60.06	39.27	0.0	0.05	160526950	11981379	702827	23283200	208.0	129.0	99	0.04298793	19.4	714200	617070	False	True	True	False	True	True	2.0	DNA	12133		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Less_than_50pc_callable										None	False	Cambodia: Pursat	unassigned	ESEA	unassigned	unassigned	False	#d3d3d3	#d3d3d3
PH1119-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR386534, ERR490267	PH1119-C	84.31	Pursat	Asia	2012-01-01	year	094-KH1-761	DS_PH1119-C	OS_1044_094-KH1-761	SE_1044_094-KH1-761	IN_1044_094-KH1-761	11.22	4.36	9.52	0.0	1.3	501974156	27907573	25821273	14525000	244.0	83.0	99	0.01952424	25.4	3590795	3367667	True	True	True	True	True	True	1.0	DNA	10869, 12109		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Analysis_set	0.019908173009753227		PH1116-C	0.015001798048615456	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Pursat	Cambodia: Pursat	ESEA	ESEA	ESEA: Cambodia, Pursat	True	#d987e5	#984ea3
PH1120-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR490298	PH1120-C	0.11	Pursat	Asia	2012-01-01	year	094-KH1-762	DS_PH1120-C	OS_1044_094-KH1-762	SE_1044_094-KH1-762	IN_1044_094-KH1-762	1.86	70.09	29.28	0.0	0.01	24005239	8820949	235521	5110100	236.3	88.9	99	0.01499185	27.1	177660	156163	False	True	True	False	True	True	2.0	DNA	12133		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Less_than_50pc_callable										None	False	Cambodia: Pursat	unassigned	ESEA	unassigned	unassigned	False	#d3d3d3	#d3d3d3
PH1121-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR386535, ERR490268	PH1121-C	83.52	Pursat	Asia	2012-01-01	year	094-KH1-763	DS_PH1121-C	OS_1044_094-KH1-763	SE_1044_094-KH1-763	IN_1044_094-KH1-763	11.36	6.66	8.0	0.0	1.31	502886812	27320673	25581384	14641700	239.6	80.0	99	0.01971923	25.2	3596520	3367505	True	True	True	True	True	True	1.0	DNA	10869, 12109		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Analysis_set	0.01992083713412285		IVC10-OM-0303	0.015181537717580797	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Pursat	Cambodia: Pursat	ESEA	ESEA	ESEA: Cambodia, Pursat	True	#d987e5	#984ea3
PH1122-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR490299	PH1122-C	0.02	Pursat	Asia	2012-01-01	year	094-KH1-764	DS_PH1122-C	OS_1044_094-KH1-764	SE_1044_094-KH1-764	IN_1044_094-KH1-764	2.41	81.07	18.35	0.0	0.05	150952346	5880422	195469	19888600	400.3	732.0	99	0.05933192	16.2	570176	369738	False	True	True	False	True	True	2.0	DNA	12133		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			-	Less_than_50pc_callable										None	False	Cambodia: Pursat	unassigned	ESEA	unassigned	unassigned	False	#d3d3d3	#d3d3d3
PH1123-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR490300	PH1123-C	37.37	Pursat	Asia	2012-01-01	year	094-KH1-765	DS_PH1123-C	OS_1044_094-KH1-765	SE_1044_094-KH1-765	IN_1044_094-KH1-765	6.42	13.18	48.65	0.0	0.28	330744743	25459689	15885436	59993400	224.8	100.9	99	0.0213176	24.7	2151094	2003760	False	True	True	False	True	True	2.0	DNA	12133		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Less_than_50pc_callable										None	False	Cambodia: Pursat	unassigned	ESEA	unassigned	unassigned	False	#d3d3d3	#d3d3d3
PH1124-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR386541	PH1124-C	88.19	Pursat	Asia	2012-01-01	year	094-KH1-766	DS_PH1124-C	OS_1044_094-KH1-766	SE_1044_094-KH1-766	IN_1044_094-KH1-766	19.39	5.09	3.91	0.0	2.29	668206779	27773841	26904394	11867900	242.6	72.8	99	0.01618419	26.9	5678352	5436099	True	True	True	True	True	True	1.0	DNA	10869		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Analysis_set	0.019780326634645462		IVC10-OM-0303	0.014871515333652496	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Pursat	Cambodia: Pursat	ESEA	ESEA	ESEA: Cambodia, Pursat	True	#d987e5	#984ea3
PH1125-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR386542, ERR490272	PH1125-C	87.92	Pursat	Asia	2012-01-01	year	094-KH1-767	DS_PH1125-C	OS_1044_094-KH1-767	SE_1044_094-KH1-767	IN_1044_094-KH1-767	16.12	5.13	4.49	0.0	1.94	628983845	27754771	26773789	15239100	244.4	79.2	99	0.01786945	26.2	4966676	4702781	True	True	True	True	True	True	1.0	DNA	10869, 12109		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Analysis_set	0.019975941628217697		IVC10-OM-0303	0.015111351385712625	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Pursat	Cambodia: Pursat	ESEA	ESEA	ESEA: Cambodia, Pursat	True	#d987e5	#984ea3
PH1126-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR386543, ERR490273	PH1126-C	85.21	Pursat	Asia	2012-01-01	year	094-KH1-768	DS_PH1126-C	OS_1044_094-KH1-768	SE_1044_094-KH1-768	IN_1044_094-KH1-768	11.65	3.81	9.06	0.0	1.41	499309073	28052384	26097034	13209000	243.6	81.5	99	0.01880853	25.6	3732285	3513668	True	True	True	True	True	True	1.0	DNA	10869, 12109		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Analysis_set	0.01949687860906124		IVC10-OM-0303	0.014821943826973438	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Pursat	Cambodia: Pursat	ESEA	ESEA	ESEA: Cambodia, Pursat	True	#d987e5	#984ea3
PH1127-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR490301	PH1127-C	0.04	Pursat	Asia	2012-01-01	year	094-KH1-769	DS_PH1127-C	OS_1044_094-KH1-769	SE_1044_094-KH1-769	IN_1044_094-KH1-769	2.35	65.61	33.77	0.0	0.06	202418764	10432885	518350	26393900	295.9	525.0	99	0.05082333	18.0	774226	582722	False	True	True	False	True	True	2.0	DNA	12133		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			-	Less_than_50pc_callable										None	False	Cambodia: Pursat	unassigned	ESEA	unassigned	unassigned	False	#d3d3d3	#d3d3d3
PH1128-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR490302	PH1128-C	1.27	Pursat	Asia	2012-01-01	year	094-KH1-770	DS_PH1128-C	OS_1044_094-KH1-770	SE_1044_094-KH1-770	IN_1044_094-KH1-770	2.89	37.88	60.27	0.0	0.07	217668762	18413656	2535272	32512900	216.4	120.5	99	0.03433852	21.1	1034446	913484	False	True	True	False	True	True	2.0	DNA	12133		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Less_than_50pc_callable										None	False	Cambodia: Pursat	unassigned	ESEA	unassigned	unassigned	False	#d3d3d3	#d3d3d3
PH1129-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR490303	PH1129-C	8.13	Pursat	Asia	2012-01-01	year	094-KH1-771	DS_PH1129-C	OS_1044_094-KH1-771	SE_1044_094-KH1-771	IN_1044_094-KH1-771	4.08	22.32	68.9	0.0	0.14	294448204	22929505	7141889	53010400	209.3	108.7	99	0.03124697	22.2	1541885	1389081	False	True	True	False	True	True	2.0	DNA	12133		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Less_than_50pc_callable										None	False	Cambodia: Pursat	unassigned	ESEA	unassigned	unassigned	False	#d3d3d3	#d3d3d3
PH1130-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR490304	PH1130-C	0.06	Pursat	Asia	2012-01-01	year	094-KH1-772	DS_PH1130-C	OS_1044_094-KH1-772	SE_1044_094-KH1-772	IN_1044_094-KH1-772	2.49	63.6	35.75	0.0	0.07	210126454	11054174	676774	33157100	231.0	302.4	99	0.04657211	18.2	888372	719944	False	True	True	False	True	True	2.0	DNA	12133		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			-	Less_than_50pc_callable										None	False	Cambodia: Pursat	unassigned	ESEA	unassigned	unassigned	False	#d3d3d3	#d3d3d3
PH1131-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR386544, ERR490274	PH1131-C	70.86	Pursat	Asia	2012-01-01	year	094-KH1-773	DS_PH1131-C	OS_1044_094-KH1-773	SE_1044_094-KH1-773	IN_1044_094-KH1-773	8.02	7.19	20.62	0.0	0.81	354293513	27145564	22287677	10376500	243.0	84.6	99	0.02036275	25.4	2518576	2351856	True	True	True	True	True	True	1.0	DNA	10869, 12109		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Analysis_set	0.020231207832694054		PH0078-CW	0.013800199143588543	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Pursat	Cambodia: Pursat	ESEA	ESEA	ESEA: Cambodia, Pursat	True	#d987e5	#984ea3
PH1132-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR386545, ERR490278	PH1132-C	62.2	Pursat	Asia	2012-01-01	year	094-KH1-775	DS_PH1132-C	OS_1044_094-KH1-775	SE_1044_094-KH1-775	IN_1044_094-KH1-775	6.96	6.39	30.25	0.0	0.63	313284828	27354703	20032529	8911100	247.2	85.3	99	0.02063254	25.1	2182474	2037024	True	True	True	True	True	True	1.0	DNA	10869, 12109		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Analysis_set	0.020098559558391568		PH1117-C	0.012145309709012508	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Pursat	Cambodia: Pursat	ESEA	ESEA	ESEA: Cambodia, Pursat	True	#d987e5	#984ea3
PH1133-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR386546	PH1133-C	88.18	Pursat	Asia	2012-01-01	year	094-KH1-776	DS_PH1133-C	OS_1044_094-KH1-776	SE_1044_094-KH1-776	IN_1044_094-KH1-776	16.65	3.95	5.15	0.0	2.2	600569432	28029018	26911030	11487700	244.1	75.0	99	0.01799736	26.5	4936973	4698649	True	True	True	True	True	True	1.0	DNA	10869		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Analysis_set	0.019647920504212383		IVC10-OM-0303	0.015196551568806171	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Pursat	Cambodia: Pursat	ESEA	ESEA	ESEA: Cambodia, Pursat	True	#d987e5	#984ea3
PH1134-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR490305	PH1134-C	26.04	Pursat	Asia	2012-01-01	year	094-KH1-777	DS_PH1134-C	OS_1044_094-KH1-777	SE_1044_094-KH1-777	IN_1044_094-KH1-777	5.79	14.03	59.09	0.0	0.33	349992073	25260455	13728949	66558300	219.5	103.0	99	0.02491034	23.8	2062700	1900401	False	True	True	False	True	True	2.0	DNA	12133		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Less_than_50pc_callable										None	False	Cambodia: Pursat	unassigned	ESEA	unassigned	unassigned	False	#d3d3d3	#d3d3d3
PH1135-C	1044-PF-KH-FAIRHURST	Pursat	12.372197	103.633575	Cambodia	2012	ERR386547, ERR490263, ERR484722, ERR484731	PH1135-C	64.12	Pursat	Asia	2012-01-01	year	094-KH1-778	DS_PH1135-C	OS_1044_094-KH1-778	SE_1044_094-KH1-778	IN_1044_094-KH1-778	7.26	7.42	27.21	0.0	0.74	326740749	27076911	20511573	10489700	241.8	86.0	99	0.02079595	25.0	2294225	2136882	True	True	True	True	True	True	1.0	DNA	10869, 12109, 12128, 12128		https://gadm.org/maps/KHM/pouthisat.html	KHM	pouthisat			Pv	Analysis_set	0.020144619047641758		IVC10-OM-0303	0.015818046405911446	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Pursat	Cambodia: Pursat	ESEA	ESEA	ESEA: Cambodia, Pursat	True	#d987e5	#984ea3
PJ0004-C	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	-4.5	137.0	Indonesia	2010	ERR034096	PJ0004-C,PJ0005-C,PJ0009-C	95.29	Papua Indonesia (returning traveller)	Oceania	2010-10-14	day	RDM_06_culture	DS_PJ0004-C	OS_1157_RDM_06_culture	SE_1157_RDM_06	IN_1157_2170197	135.11	0.12	0.31	0.0	3.76	4099987437	28886939	28832450	117019252	317.5	83.9	75	0.007095793	33.7	52551256	48705501	True	True	True	True	True	True	1.0	DNA	5756		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020205669105052948		PNG_PVXMQ2006	0.013039383105933666	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
PJ0005-C	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	-4.5	137.0	Indonesia	2010	ERR034097	PJ0004-C,PJ0005-C,PJ0009-C	94.97	Papua Indonesia (returning traveller)	Oceania	2010-10-14	day	RDM_06_CF11	DS_PJ0005-C	OS_1157_RDM_06_CF11	SE_1157_RDM_06	IN_1157_2170197	72.06	0.13	0.33	0.0	4.05	2445793295	28883669	28829535	187667028	287.5	79.3	75	0.007759163	31.5	28463012	24847792	True	False	False	True	True	True	1.0	DNA	5764		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Lower_covered_duplicate										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
PJ0006-C	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	-4.5	137.0	Indonesia	2011	ERR054084	PJ0006-C,PJ0006-CW	87.81	Papua Indonesia (returning traveller)	Oceania	2011-03-09	day	RDM_12_CF11	DS_PJ0006-C	OS_1157_RDM_12_CF11	SE_1157_RDM_12	IN_1157_2177211	14.93	3.38	6.24	0.0	2.05	519299646	28119409	26882796	11714775	253.6	75.5	74	0.01674679	26.3	5704751	5265988	True	False	False	True	True	True	1.0	DNA	6692		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Lower_covered_duplicate										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
PJ0006-CW	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	-4.5	137.0	Indonesia	2011	ERR054085	PJ0006-C,PJ0006-CW	89.41	Papua Indonesia (returning traveller)	Oceania	2011-03-09	day	RDM_12_culture	DS_PJ0006-CW	OS_1157_RDM_12_culture	SE_1157_RDM_12	IN_1157_2177211	53.95	2.88	3.58	0.0	3.62	1709780027	28258058	27522492	56287275	257.2	72.3	74	0.01542342	26.6	20452955	19114329	True	True	True	True	True	True	1.0	DNA	6692		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02022315189242363		PNG_PVXMQ2006	0.01280081644654274	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
PJ0007-C	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	-4.5	137.0	Indonesia	2012	ERR337624	PJ0007-C,PJ0010-C	90.78	Papua Indonesia (returning traveller)	Oceania	2012-08-03	day	RDM_27_culture	DS_PJ0007-C	OS_1157_RDM_27_culture	SE_1157_RDM_27	IN_1157_2081565	62.74	2.44	2.8	0.0	3.47	1942136858	28457127	27885765	31847300	232.3	67.3	99	0.01536022	27.9	18190805	17559726	True	True	True	True	True	True	1.0	DNA	10061		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02025394700467586		PNG_PVXMQ2006	0.013271757401525974	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
PJ0008-C	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	-4.5	137.0	Indonesia	2013	ERR337627	PJ0008-C,PJ0165-C	91.65	Papua Indonesia (returning traveller)	Oceania	2013-02-07	day	RDM_33_cellulose	DS_PJ0008-C	OS_1157_RDM_33_cellulose	SE_1157_RDM_33	IN_1157_2138778	79.22	1.8	2.01	0.0	4.02	2464174863	28619676	28237551	37543700	226.5	67.4	99	0.01586786	27.9	22954952	22158376	True	True	True	True	True	True	1.0	DNA	10061		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020304743200540543		PJ0057-C	0.012769764289259909	Indonesia	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
PJ0009-C	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	-4.5	137.0	Indonesia	2010	ERR337630	PJ0004-C,PJ0005-C,PJ0009-C	88.69	Papua Indonesia (returning traveller)	Oceania	2013-02-21	day	RDM_34_cellulose	DS_PJ0009-C	OS_1157_RDM_34_cellulose	SE_1157_RDM_34	IN_1157_2170197	72.12	5.45	1.97	0.0	3.37	2165691755	27733256	27228576	29541900	238.4	67.1	99	0.01551607	27.8	20367028	19631896	True	False	True	True	True	True	1.0	DNA	10061		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Lower_covered_duplicate										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
PJ0010-C	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	-4.5	137.0	Indonesia	2012	ERR337598	PJ0007-C,PJ0010-C	90.54	Papua Indonesia (returning traveller)	Oceania	2012-08-03	day	RDM_27_cellulose	DS_PJ0010-C	OS_1157_RDM_27_cellulose	SE_1157_RDM_27	IN_1157_2081565	57.71	2.56	3.03	0.0	3.35	1788384435	28419782	27788927	32659500	248.2	75.4	99	0.01543405	27.9	16626133	16034743	True	False	False	True	True	True	1.0	DNA	10061		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Lower_covered_duplicate										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
